datetime,city,country,latitude,longitude,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,wind_speed_10m,surface_pressure,uv_index,dew_point_2m,pm10,pm25,nitrogen_dioxide,sulphur_dioxide,ozone
2023-04-10T08:00:00,Los Angeles,USA,34.0522,-118.2437,2.56,69.2,2.64,0.08,1.93,1032.3,8.5,-2.02,25.2,8.8,14.7,13.9,16.7
2023-04-10T09:00:00,Tokyo,Japan,35.6762,139.6503,1.42,67.3,-0.05,0.66,3.21,1011.8,0.0,-6.02,29.1,0.4,3.1,8.2,27.0
2023-04-10T10:00:00,Beijing,China,39.9042,116.4074,-0.32,54.8,-0.8,0.86,4.04,1009.9,5.93,-10.93,66.4,33.3,25.1,14.6,9.2
2023-04-10T11:00:00,Tokyo,Japan,35.6762,139.6503,8.45,43.5,8.39,0.73,7.17,1038.3,4.73,-2.37,14.0,8.2,10.9,20.6,3.3
2023-04-10T12:00:00,Beijing,China,39.9042,116.4074,14.87,79.8,12.63,0.3,3.71,996.4,4.63,10.79,64.6,47.1,19.9,1.8,19.0
2023-04-10T13:00:00,Los Angeles,USA,34.0522,-118.2437,1.38,96.4,1.32,0.01,6.06,1008.7,8.67,0.45,64.3,9.2,4.1,12.9,12.0
2023-04-10T14:00:00,Sydney,Australia,-33.8688,151.2093,28.46,39.8,26.29,1.34,1.85,1021.5,7.94,16.3,47.1,7.3,18.1,7.8,14.3
2023-04-10T15:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,40.04,64.7,38.86,0.07,1.61,1006.6,4.05,32.17,58.0,22.4,9.0,4.1,5.4
2023-04-10T16:00:00,Paris,France,48.8566,2.3522,9.27,65.2,10.65,1.72,8.18,1004.5,2.26,2.68,32.9,4.4,23.1,8.4,23.1
2023-04-10T17:00:00,London,UK,51.5074,-0.1278,10.93,65.3,11.92,0.72,2.63,1010.6,1.02,3.46,18.6,19.1,10.2,9.8,14.4
2023-04-10T18:00:00,Paris,France,48.8566,2.3522,-1.06,71.4,-2.5,0.09,9.27,996.9,4.62,-6.89,30.0,18.8,13.6,0.0,18.0
2023-04-10T19:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,29.18,55.2,27.75,0.06,5.3,1009.7,10.32,19.35,45.0,3.0,22.5,4.3,22.9
2023-04-10T20:00:00,Delhi,India,28.65195,77.23149,13.9,61.9,9.52,0.74,6.75,1029.7,8.81,6.14,40.8,4.7,22.7,16.3,0.0
2023-04-10T21:00:00,London,UK,51.5074,-0.1278,-0.5,71.2,-1.79,0.11,5.22,1002.7,0.25,-5.29,16.1,2.7,9.5,10.2,23.3
2023-04-10T22:00:00,Los Angeles,USA,34.0522,-118.2437,6.85,49.0,6.75,0.11,5.27,1000.0,5.67,-3.52,4.0,0.0,17.5,9.7,13.7
2023-04-10T23:00:00,Johannesburg,South Africa,-26.2041,28.0473,34.2,41.3,31.42,0.13,4.35,1002.4,0.0,19.89,35.5,0.7,0.5,11.3,33.6
2023-04-11T00:00:00,Cairo,Egypt,30.0444,31.2357,3.63,65.4,4.19,0.16,7.6,1034.0,3.91,-4.43,72.2,15.5,29.5,9.4,16.0
2023-04-11T01:00:00,Delhi,India,28.65195,77.23149,-1.16,59.9,-1.86,0.3,0.88,1012.0,5.92,-9.66,31.9,25.7,19.3,16.7,0.7
2023-04-11T02:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,27.14,79.1,28.12,0.73,4.73,1002.5,1.21,23.54,63.6,17.8,18.5,4.0,27.0
2023-04-11T03:00:00,Delhi,India,28.65195,77.23149,6.51,75.2,8.58,0.23,1.28,1013.8,2.69,0.46,78.4,47.3,26.9,7.9,11.7
2023-04-11T04:00:00,Delhi,India,28.65195,77.23149,10.02,84.3,12.11,0.06,5.58,1006.7,5.95,7.76,27.4,3.2,25.9,9.5,0.0
2023-04-11T05:00:00,Los Angeles,USA,34.0522,-118.2437,2.0,79.8,3.95,1.02,9.72,1005.5,5.6,-2.62,10.3,8.3,15.6,12.4,14.2
2023-04-11T06:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,36.05,40.1,38.37,0.16,3.21,1024.2,9.09,24.77,25.1,0.7,21.0,7.1,14.3
2023-04-11T07:00:00,Beijing,China,39.9042,116.4074,2.99,77.6,6.6,1.73,2.25,1020.0,9.16,-0.48,52.2,20.7,26.8,17.4,14.8
2023-04-11T08:00:00,Delhi,India,28.65195,77.23149,3.59,46.3,8.77,0.19,4.91,1009.6,7.56,-6.1,29.7,7.7,20.0,17.5,15.4
2023-04-11T09:00:00,Beijing,China,39.9042,116.4074,2.25,64.3,-0.0,0.04,4.86,1013.7,2.54,-4.46,69.1,21.2,21.4,14.9,12.4
2023-04-11T10:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,22.95,51.2,22.01,0.53,8.42,1009.5,0.7,13.28,68.0,6.7,13.0,7.6,24.0
2023-04-11T11:00:00,Sydney,Australia,-33.8688,151.2093,28.27,29.7,26.92,0.64,3.04,1008.4,5.11,13.43,25.2,8.8,4.0,8.4,11.3
2023-04-11T12:00:00,Johannesburg,South Africa,-26.2041,28.0473,24.46,46.7,27.19,0.1,4.43,1026.0,9.87,13.39,43.8,11.0,15.7,9.9,2.3
2023-04-11T13:00:00,Cairo,Egypt,30.0444,31.2357,3.87,69.0,2.15,0.12,4.73,1028.1,4.45,-3.31,16.5,9.1,29.9,11.8,8.7
2023-04-11T14:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,20.16,62.5,18.78,0.07,0.0,992.0,5.58,12.27,22.6,14.6,18.5,4.9,12.3
2023-04-11T15:00:00,Tokyo,Japan,35.6762,139.6503,4.35,63.3,5.32,0.12,6.88,1012.6,4.74,-3.21,17.7,0.0,12.6,9.8,11.1
2023-04-11T16:00:00,London,UK,51.5074,-0.1278,3.73,56.2,7.29,0.14,6.8,1005.5,8.44,-4.88,29.1,0.0,11.8,0.9,17.5
2023-04-11T17:00:00,London,UK,51.5074,-0.1278,1.23,52.0,-1.55,0.14,8.72,1031.9,5.39,-7.34,35.2,1.4,12.8,10.6,60.9
2023-04-11T18:00:00,London,UK,51.5074,-0.1278,9.94,64.9,10.91,0.12,6.39,1010.1,2.47,3.41,42.3,6.8,17.5,11.8,19.5
2023-04-11T19:00:00,Tokyo,Japan,35.6762,139.6503,1.87,45.8,1.36,2.23,5.4,1008.1,3.97,-9.84,32.0,2.3,25.2,7.6,19.6
2023-04-11T20:00:00,Cairo,Egypt,30.0444,31.2357,3.21,67.4,6.19,0.34,0.58,1026.7,4.73,-4.8,19.5,19.5,9.2,13.1,9.0
2023-04-11T21:00:00,Delhi,India,28.65195,77.23149,3.13,46.5,1.23,0.21,3.77,1017.1,4.39,-6.95,62.3,27.4,19.4,18.2,3.0
2023-04-11T22:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,32.32,60.6,31.39,1.13,6.06,1013.6,9.05,22.77,10.8,0.0,27.9,12.6,1.0
2023-04-11T23:00:00,London,UK,51.5074,-0.1278,1.92,33.5,1.84,1.6,5.17,1006.9,4.76,-10.69,76.9,3.6,27.7,9.0,28.2
2023-04-12T00:00:00,Los Angeles,USA,34.0522,-118.2437,5.01,88.1,5.67,0.01,7.32,1012.0,0.0,2.51,38.0,6.1,14.0,14.9,0.0
2023-04-12T01:00:00,Beijing,China,39.9042,116.4074,4.55,62.2,8.74,0.07,4.81,1013.1,9.41,-4.13,34.7,15.9,26.1,11.7,11.8
2023-04-12T02:00:00,Los Angeles,USA,34.0522,-118.2437,8.65,69.7,7.22,0.94,5.68,1008.1,1.98,3.26,47.0,17.6,7.5,9.3,14.4
2023-04-12T03:00:00,Johannesburg,South Africa,-26.2041,28.0473,27.87,29.2,25.73,0.97,2.43,1029.2,10.93,13.65,3.0,3.1,0.0,3.4,22.3
2023-04-12T04:00:00,Johannesburg,South Africa,-26.2041,28.0473,22.93,54.1,19.96,0.76,2.97,1011.8,2.96,13.0,16.4,9.2,5.2,7.5,22.3
2023-04-12T05:00:00,Delhi,India,28.65195,77.23149,8.63,68.8,8.48,0.01,2.33,1001.8,8.38,2.75,61.9,39.3,26.2,8.6,13.6
2023-04-12T06:00:00,London,UK,51.5074,-0.1278,3.99,42.8,1.81,0.07,4.14,1008.8,4.7,-7.04,42.4,4.6,22.0,7.1,37.5
2023-04-12T07:00:00,London,UK,51.5074,-0.1278,1.15,27.8,2.82,1.13,5.27,1040.1,4.53,-12.25,19.5,5.9,20.4,11.3,27.8
2023-04-12T08:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,13.66,58.6,12.51,0.03,6.94,1014.4,3.73,3.92,63.7,7.1,15.5,17.4,12.0
2023-04-12T09:00:00,Tokyo,Japan,35.6762,139.6503,2.7,64.6,-0.51,0.1,3.38,1013.6,2.56,-3.93,13.1,4.1,17.9,9.3,18.4
2023-04-12T10:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,26.55,56.2,29.01,0.01,7.34,991.2,4.68,16.8,3.0,5.2,20.3,9.9,7.3
2023-04-12T11:00:00,Los Angeles,USA,34.0522,-118.2437,5.13,33.8,5.29,0.0,3.59,1014.8,5.58,-8.18,38.1,14.3,10.8,11.2,25.3
2023-04-12T12:00:00,Tokyo,Japan,35.6762,139.6503,6.07,52.9,6.42,0.34,4.05,1010.6,2.03,-1.97,68.7,13.9,21.3,13.8,10.4
2023-04-12T13:00:00,London,UK,51.5074,-0.1278,-6.71,90.3,-6.73,0.02,3.58,1047.5,3.67,-8.32,55.8,27.6,23.8,6.3,18.5
2023-04-12T14:00:00,Johannesburg,South Africa,-26.2041,28.0473,18.98,58.5,19.04,1.44,6.28,1024.8,4.96,11.96,33.2,12.4,22.9,10.4,2.8
2023-04-12T15:00:00,Tokyo,Japan,35.6762,139.6503,9.55,67.6,10.95,1.01,7.75,1006.3,6.17,2.28,41.5,6.8,10.0,8.4,14.3
2023-04-12T16:00:00,Paris,France,48.8566,2.3522,2.19,67.1,2.73,0.12,3.74,1007.0,2.18,-4.44,19.5,13.9,1.0,4.1,9.7
2023-04-12T17:00:00,Los Angeles,USA,34.0522,-118.2437,5.37,83.5,6.38,0.04,2.48,1018.1,3.88,0.65,47.7,31.0,16.6,10.1,1.6
2023-04-12T18:00:00,Beijing,China,39.9042,116.4074,-6.22,23.0,-6.3,0.04,4.01,1023.9,7.18,-21.93,27.9,0.0,35.5,9.0,0.0
2023-04-12T19:00:00,Los Angeles,USA,34.0522,-118.2437,4.73,30.2,4.99,0.36,6.59,1025.2,5.52,-10.08,15.3,0.0,34.0,8.6,18.3
2023-04-12T20:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,37.44,65.1,35.94,0.14,5.22,1018.1,3.76,30.65,65.0,12.2,27.0,6.4,36.2
2023-04-12T21:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,25.57,52.1,28.59,2.25,1.8,1013.0,5.0,15.14,46.9,11.0,6.2,2.3,35.3
2023-04-12T22:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,27.3,50.2,25.23,0.21,1.49,1008.1,4.95,18.0,19.5,17.8,11.1,4.8,7.1
2023-04-12T23:00:00,London,UK,51.5074,-0.1278,0.21,36.6,1.71,0.03,1.93,997.9,7.77,-10.86,55.4,7.5,4.3,15.9,17.5
2023-04-13T00:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,23.01,81.6,23.14,0.13,3.68,1023.4,3.4,20.57,6.7,1.3,29.7,4.2,20.9
2023-04-13T01:00:00,Paris,France,48.8566,2.3522,6.98,61.8,6.48,0.02,4.24,994.8,7.75,-1.56,1.8,0.0,7.9,7.0,7.6
2023-04-13T02:00:00,London,UK,51.5074,-0.1278,6.3,87.6,6.51,0.07,5.05,988.4,1.92,2.18,32.3,20.0,4.9,11.3,14.4
2023-04-13T03:00:00,Johannesburg,South Africa,-26.2041,28.0473,23.28,91.3,27.6,0.11,4.66,1010.2,5.85,22.21,66.3,13.6,17.5,8.4,28.4
2023-04-13T04:00:00,Paris,France,48.8566,2.3522,16.06,81.2,17.66,0.16,10.54,991.8,6.5,9.71,49.0,6.4,10.6,0.0,19.9
2023-04-13T05:00:00,Los Angeles,USA,34.0522,-118.2437,5.17,58.7,3.93,0.2,2.5,1021.7,4.8,-4.8,39.5,16.5,30.9,13.3,7.7
2023-04-13T06:00:00,Los Angeles,USA,34.0522,-118.2437,11.19,32.3,11.24,0.15,9.22,1027.3,4.66,-1.78,40.5,0.0,17.1,16.8,23.1
2023-04-13T07:00:00,Sydney,Australia,-33.8688,151.2093,40.18,38.4,39.41,0.11,4.21,1021.6,6.98,26.46,42.1,13.8,15.9,0.0,19.5
2023-04-13T08:00:00,Los Angeles,USA,34.0522,-118.2437,6.25,42.7,8.09,0.14,4.54,1014.3,4.99,-6.5,27.4,8.3,29.3,12.4,31.4
2023-04-13T09:00:00,Paris,France,48.8566,2.3522,-2.97,52.9,1.18,0.04,3.82,1036.2,3.32,-11.83,37.8,0.0,14.9,5.8,26.8
2023-04-13T10:00:00,Sydney,Australia,-33.8688,151.2093,38.57,53.1,37.89,0.32,1.14,1028.5,4.87,29.48,71.6,18.5,11.9,2.3,25.6
2023-04-13T11:00:00,Beijing,China,39.9042,116.4074,1.29,36.5,2.76,0.07,1.52,1014.5,0.82,-11.17,74.8,49.2,19.0,13.9,0.0
2023-04-13T12:00:00,Cairo,Egypt,30.0444,31.2357,4.74,53.5,2.66,0.13,1.54,999.2,3.74,-3.27,60.1,37.4,23.0,12.0,27.1
2023-04-13T13:00:00,London,UK,51.5074,-0.1278,-5.02,75.4,-6.04,0.12,6.33,1031.0,1.57,-8.93,28.7,3.2,31.3,10.8,15.8
2023-04-13T14:00:00,Los Angeles,USA,34.0522,-118.2437,8.85,59.1,7.98,0.01,2.97,1013.9,7.22,0.77,75.5,30.6,28.8,13.5,31.9
2023-04-13T15:00:00,Los Angeles,USA,34.0522,-118.2437,13.92,24.8,14.45,0.59,3.51,1005.5,2.25,-1.03,54.7,12.9,15.4,6.8,6.7
2023-04-13T16:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,28.7,66.9,31.21,0.49,7.45,997.9,8.17,21.63,47.2,5.8,20.2,15.2,17.0
2023-04-13T17:00:00,Tokyo,Japan,35.6762,139.6503,9.04,65.5,7.47,0.55,0.97,1017.5,6.64,2.95,58.6,31.9,10.2,6.4,28.4
2023-04-13T18:00:00,Cairo,Egypt,30.0444,31.2357,6.01,59.6,4.26,0.02,0.38,983.9,6.73,-2.6,54.4,50.2,14.4,5.3,10.6
2023-04-13T19:00:00,Sydney,Australia,-33.8688,151.2093,26.46,59.5,27.53,0.1,7.15,1020.0,4.55,18.99,3.9,6.9,13.7,2.4,18.1
2023-04-13T20:00:00,Sydney,Australia,-33.8688,151.2093,35.07,44.6,35.89,1.58,2.34,1011.2,1.48,23.51,4.9,1.0,3.3,7.5,33.6
2023-04-13T21:00:00,Los Angeles,USA,34.0522,-118.2437,10.04,35.1,8.7,0.16,2.96,1006.2,5.21,-4.78,46.5,23.0,14.9,3.9,30.8
2023-04-13T22:00:00,Beijing,China,39.9042,116.4074,5.16,74.2,2.51,0.62,7.07,998.4,4.75,-1.6,34.0,7.2,27.9,4.4,25.7
2023-04-13T23:00:00,Sydney,Australia,-33.8688,151.2093,29.03,85.9,30.42,0.16,2.55,1013.6,2.52,26.1,41.4,18.9,10.4,2.4,23.0
2023-04-14T00:00:00,Sydney,Australia,-33.8688,151.2093,25.65,48.4,26.99,0.12,3.66,1024.1,5.04,15.05,5.0,0.0,1.0,8.1,13.1
2023-04-14T01:00:00,Beijing,China,39.9042,116.4074,-4.19,51.6,-3.63,0.11,4.35,1005.5,6.58,-14.04,46.5,22.1,30.3,12.1,9.2
2023-04-14T02:00:00,London,UK,51.5074,-0.1278,2.37,19.6,4.56,0.0,4.6,1028.7,6.32,-12.81,18.2,0.0,16.2,0.3,15.3
2023-04-14T03:00:00,Cairo,Egypt,30.0444,31.2357,-1.91,43.2,-0.72,0.12,5.3,1005.5,11.0,-12.96,33.2,13.9,32.4,8.9,0.0
2023-04-14T04:00:00,Los Angeles,USA,34.0522,-118.2437,-2.06,46.6,-2.17,0.93,3.98,1015.9,6.53,-12.34,71.8,23.9,19.8,5.7,9.9
2023-04-14T05:00:00,Los Angeles,USA,34.0522,-118.2437,-3.1,63.1,-2.44,0.16,7.13,1024.9,2.43,-11.01,35.8,1.5,16.1,10.8,15.4
2023-04-14T06:00:00,Tokyo,Japan,35.6762,139.6503,4.04,41.1,5.05,0.11,1.27,1026.8,9.37,-7.49,22.8,13.9,18.8,7.2,29.7
2023-04-14T07:00:00,Sydney,Australia,-33.8688,151.2093,25.86,46.2,26.59,0.81,7.48,993.4,5.1,17.0,15.1,0.0,0.0,7.6,28.0
2023-04-14T08:00:00,Beijing,China,39.9042,116.4074,6.93,39.3,6.92,0.92,1.76,1012.9,2.96,-7.09,61.6,34.1,28.7,10.7,18.8
2023-04-14T09:00:00,Paris,France,48.8566,2.3522,9.15,95.1,10.78,0.11,4.23,994.9,2.95,10.12,9.5,0.0,21.5,5.3,27.7
2023-04-14T10:00:00,Delhi,India,28.65195,77.23149,-1.81,51.5,0.58,0.06,5.23,1003.4,5.6,-11.5,64.7,36.5,48.4,16.3,10.0
2023-04-14T11:00:00,Beijing,China,39.9042,116.4074,6.24,55.4,3.07,0.07,0.84,1000.2,3.55,-2.31,95.5,64.8,24.7,12.8,9.5
2023-04-14T12:00:00,Delhi,India,28.65195,77.23149,3.8,50.7,9.29,0.14,7.46,1015.1,5.14,-6.24,49.0,4.9,13.6,15.9,9.2
2023-04-14T13:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,34.29,42.2,32.1,1.48,6.64,1012.4,9.69,23.49,41.2,10.7,14.3,2.2,21.8
2023-04-14T14:00:00,Paris,France,48.8566,2.3522,13.75,14.2,14.69,0.08,4.7,1021.0,5.53,-2.04,53.3,9.1,23.8,6.7,15.2
2023-04-14T15:00:00,Beijing,China,39.9042,116.4074,-1.98,86.2,-2.58,0.17,3.41,1008.4,4.41,-5.07,102.6,67.1,29.6,13.8,23.8
2023-04-14T16:00:00,Delhi,India,28.65195,77.23149,5.26,76.3,6.37,0.08,3.45,1012.7,2.55,-0.34,3.4,5.4,32.9,18.7,0.1
2023-04-14T17:00:00,Cairo,Egypt,30.0444,31.2357,6.24,60.0,7.71,0.05,0.62,1003.4,5.01,-1.59,11.3,5.5,23.8,17.6,4.9
2023-04-14T18:00:00,Johannesburg,South Africa,-26.2041,28.0473,32.36,48.8,31.47,0.02,3.31,1024.6,3.11,21.2,37.2,12.2,16.0,9.8,8.1
2023-04-14T19:00:00,Paris,France,48.8566,2.3522,-0.45,79.7,-0.75,0.13,6.61,995.6,4.71,-3.47,40.5,8.8,1.9,5.5,20.7
2023-04-14T20:00:00,Cairo,Egypt,30.0444,31.2357,-3.09,75.9,-3.32,0.13,3.78,1010.4,8.55,-7.34,17.7,0.0,20.4,12.5,23.3
2023-04-14T21:00:00,Beijing,China,39.9042,116.4074,12.69,95.7,11.8,0.16,1.77,989.3,5.36,10.33,31.0,19.3,25.8,17.9,12.6
2023-04-14T22:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,27.21,18.6,28.13,0.07,8.99,997.7,3.29,10.69,21.8,5.2,20.2,13.0,23.2
2023-04-14T23:00:00,Beijing,China,39.9042,116.4074,3.46,53.2,4.37,0.05,5.77,1013.7,5.77,-6.69,75.0,12.6,27.5,10.9,23.3
2023-04-15T00:00:00,Tokyo,Japan,35.6762,139.6503,8.44,60.0,11.55,0.51,2.68,1016.9,2.67,0.45,29.0,13.4,9.6,20.3,6.2
2023-04-15T01:00:00,Beijing,China,39.9042,116.4074,5.19,65.8,6.27,0.02,3.09,1034.5,3.41,-1.81,34.7,10.9,12.8,15.5,5.8
2023-04-15T02:00:00,Sydney,Australia,-33.8688,151.2093,25.94,40.7,26.55,0.72,2.6,1017.2,3.34,14.16,24.2,0.0,29.7,9.5,24.0
2023-04-15T03:00:00,Los Angeles,USA,34.0522,-118.2437,5.72,100.0,7.99,0.1,3.12,990.4,4.08,6.38,48.7,22.4,13.9,11.8,24.9
2023-04-15T04:00:00,Los Angeles,USA,34.0522,-118.2437,-7.11,66.1,-2.95,0.04,2.47,990.2,3.41,-15.12,54.6,25.3,20.7,14.5,11.0
2023-04-15T05:00:00,Cairo,Egypt,30.0444,31.2357,4.39,100.0,5.56,1.28,3.46,1000.0,9.2,2.83,63.3,28.8,9.7,16.6,10.7
2023-04-15T06:00:00,Beijing,China,39.9042,116.4074,-2.58,67.3,-4.22,0.05,2.3,997.7,6.99,-8.8,53.2,25.3,24.4,9.9,5.0
2023-04-15T07:00:00,Delhi,India,28.65195,77.23149,12.58,77.7,11.45,0.8,2.91,1013.3,5.3,8.26,60.7,24.2,39.1,13.6,14.1
2023-04-15T08:00:00,Paris,France,48.8566,2.3522,0.74,66.2,4.9,0.03,2.34,1008.0,3.7,-7.05,29.0,20.9,13.8,7.6,23.4
2023-04-15T09:00:00,London,UK,51.5074,-0.1278,7.26,87.5,7.74,0.07,6.35,1001.9,2.81,4.95,60.8,16.7,14.7,4.1,35.2
2023-04-15T10:00:00,Johannesburg,South Africa,-26.2041,28.0473,29.65,54.2,30.76,0.03,2.86,1004.1,2.18,19.25,52.4,23.1,9.9,12.4,21.3
2023-04-15T11:00:00,Cairo,Egypt,30.0444,31.2357,2.41,35.5,3.09,0.26,7.0,1009.5,7.3,-10.65,3.1,0.0,23.6,16.3,11.8
2023-04-15T12:00:00,Cairo,Egypt,30.0444,31.2357,4.17,48.3,7.3,2.2,0.71,990.3,6.51,-6.04,29.4,17.6,12.7,15.2,9.5
2023-04-15T13:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,24.52,52.7,23.72,1.07,7.29,1013.9,4.53,14.49,2.4,0.2,9.7,13.7,16.2
2023-04-15T14:00:00,Los Angeles,USA,34.0522,-118.2437,7.76,50.3,6.41,0.13,5.31,1010.9,6.97,-1.52,7.5,0.6,26.1,5.5,0.0
2023-04-15T15:00:00,London,UK,51.5074,-0.1278,3.33,70.4,2.41,1.99,0.31,1007.4,0.0,-1.92,16.4,4.4,24.2,2.7,4.2
2023-04-15T16:00:00,Cairo,Egypt,30.0444,31.2357,-7.36,85.4,-5.29,0.04,6.59,1045.1,4.41,-11.48,69.8,13.8,19.6,1.4,10.3
2023-04-15T17:00:00,Tokyo,Japan,35.6762,139.6503,-2.37,85.2,-4.32,0.15,4.81,1018.3,4.87,-5.98,13.8,7.2,0.0,14.7,21.3
2023-04-15T18:00:00,Sydney,Australia,-33.8688,151.2093,28.24,65.3,27.06,0.05,5.44,1011.1,5.47,22.79,10.9,1.4,0.3,9.4,22.0
2023-04-15T19:00:00,Tokyo,Japan,35.6762,139.6503,4.11,56.9,2.96,3.2,5.24,998.3,7.21,-4.64,38.9,11.6,14.2,5.3,0.0
2023-04-15T20:00:00,Sydney,Australia,-33.8688,151.2093,27.99,46.4,25.71,2.15,0.07,1013.8,2.96,17.63,11.0,0.5,21.2,10.5,37.3
2023-04-15T21:00:00,Sydney,Australia,-33.8688,151.2093,28.85,30.9,30.69,0.16,2.64,999.2,6.34,14.14,20.8,23.1,30.5,10.4,15.6
2023-04-15T22:00:00,Sydney,Australia,-33.8688,151.2093,26.32,74.3,29.31,0.19,4.72,995.3,1.6,20.01,37.9,10.4,22.6,0.3,7.1
2023-04-15T23:00:00,Beijing,China,39.9042,116.4074,6.3,42.6,4.7,0.17,3.41,1009.0,4.53,-4.5,23.8,8.0,33.3,21.3,0.0
2023-04-16T00:00:00,Paris,France,48.8566,2.3522,5.67,56.2,5.47,0.01,6.26,1042.3,1.7,-4.84,71.1,10.2,11.3,8.8,6.1
2023-04-16T01:00:00,Johannesburg,South Africa,-26.2041,28.0473,31.83,58.4,33.98,0.16,4.98,1031.3,6.44,22.98,16.8,0.0,21.2,3.5,19.7
2023-04-16T02:00:00,Paris,France,48.8566,2.3522,-0.15,34.9,-2.33,0.68,2.81,987.1,11.0,-12.05,48.6,21.4,15.7,7.5,33.6
2023-04-16T03:00:00,Cairo,Egypt,30.0444,31.2357,10.76,72.3,12.52,0.05,8.76,1021.7,1.34,4.69,75.8,13.2,24.0,12.8,12.5
2023-04-16T04:00:00,Johannesburg,South Africa,-26.2041,28.0473,27.33,43.3,29.35,0.09,5.87,1028.9,6.14,16.82,36.3,0.1,14.7,11.2,25.0
2023-04-16T05:00:00,Beijing,China,39.9042,116.4074,11.27,50.8,11.72,0.06,5.44,1016.7,4.91,1.2,19.0,0.0,25.4,13.0,14.3
2023-04-16T06:00:00,Paris,France,48.8566,2.3522,8.72,61.9,8.02,0.05,3.55,1024.8,4.97,1.34,13.7,10.0,26.5,2.5,24.0
2023-04-16T07:00:00,Los Angeles,USA,34.0522,-118.2437,3.47,65.7,4.38,0.15,7.28,1026.7,2.64,-3.42,25.2,0.0,13.0,5.3,20.0
2023-04-16T08:00:00,Johannesburg,South Africa,-26.2041,28.0473,21.79,40.4,20.75,1.47,5.26,999.6,3.3,10.53,6.1,7.7,18.7,8.3,1.3
2023-04-16T09:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,34.55,44.8,34.86,0.54,3.92,997.5,3.37,23.94,47.0,12.8,9.4,6.2,11.5
2023-04-16T10:00:00,Tokyo,Japan,35.6762,139.6503,-6.67,61.5,-10.0,0.08,1.48,1020.0,5.06,-16.26,18.8,10.1,10.0,6.6,22.4
2023-04-16T11:00:00,Paris,France,48.8566,2.3522,4.24,40.2,4.28,0.04,4.24,1013.6,5.65,-8.05,15.6,6.9,18.7,16.3,27.4
2023-04-16T12:00:00,Tokyo,Japan,35.6762,139.6503,7.81,74.4,6.43,0.06,6.22,1029.1,6.84,2.51,63.5,9.8,5.8,9.0,32.9
2023-04-16T13:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,25.73,25.9,25.81,1.47,6.94,995.6,6.81,8.92,3.5,4.1,26.2,8.8,42.1
2023-04-16T14:00:00,London,UK,51.5074,-0.1278,-1.1,39.3,-1.7,0.04,2.64,1018.8,6.36,-11.63,20.2,8.9,19.8,8.0,17.9
2023-04-16T15:00:00,Beijing,China,39.9042,116.4074,-6.31,61.7,-5.11,0.06,0.3,1017.4,5.08,-12.58,19.0,13.3,13.4,16.9,24.9
2023-04-16T16:00:00,Tokyo,Japan,35.6762,139.6503,13.63,70.4,15.2,1.14,4.62,1019.4,10.35,7.93,30.5,8.4,13.8,9.0,18.2
2023-04-16T17:00:00,Los Angeles,USA,34.0522,-118.2437,9.73,80.9,14.07,0.68,5.12,1014.4,7.82,4.28,45.2,24.8,28.9,14.6,25.1
2023-04-16T18:00:00,Los Angeles,USA,34.0522,-118.2437,1.03,45.0,-0.45,0.04,8.17,1017.2,7.01,-9.67,47.4,0.0,20.5,7.9,16.3
2023-04-16T19:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,31.08,45.7,28.93,0.0,1.61,999.8,1.41,20.75,15.0,0.0,13.3,4.3,32.8
2023-04-16T20:00:00,Sao Paulo,Brazil,-23.5558,-46.6396,30.62,30.6,31.75,0.08,8.44,1000.3,7.59,16.32,32.6,0.0,11.0,7.1,0.0
2023-04-16T21:00:00,Cairo,Egypt,30.0444,31.2357,5.75,62.3,2.75,0.14,2.84,1002.6,7.78,-1.39,42.3,27.0,24.7,17.7,13.2
2023-04-16T22:00:00,Paris,France,48.8566,2.3522,6.15,82.0,1.25,0.18,5.75,1032.0,4.24,2.08,28.9,0.0,32.6,7.8,36.5
2023-04-16T23:00:00,Los Angeles,USA,34.0522,-118.2437,2.35,60.7,4.24,0.4,6.77,1009.4,3.79,-4.4,64.0,19.5,12.6,7.3,12.0
